thisN,thisTrialN,thisRepN,Trial,leftImgPath,rightImgPath,PracCorrectScan,PracCorrectPilot,pracPress.keys,pracPress.rt,pracPress.duration,key_resp.keys,key_resp.rt,key_resp.duration,pracResp.keys,pracResp.corr,pracResp.rt,pracResp.duration,advanceScreenPress3.keys,advanceScreenPress3.rt,advanceScreenPress3.duration,advanceScreen4.keys,advanceScreen4.rt,advanceScreen4.duration,Runs,trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder,advanceToTrigger.keys,advanceToTrigger.rt,advanceToTrigger.duration,scannerTriggerKey.keys,optimalImg,suboptimalImg,optimalSide,suboptimalSide,optimalResponse,suboptimalResponse,leftImage,rightImage,startFixOnTime,cueOnTime,responseTime,cueResp.keys,cueResp.corr,cueResp.rt,cueResp.duration,optedSide,optedImg,cueOffTime,optedFor,accuracy,outcome,Feedback,gainLossAmount,runningBankTotal,feedbackTime,feedbackOffTime,fixationTime,advanceScreenPress_2.keys,advanceScreenPress_2.rt,advanceScreenPress_2.duration,pracBlock.thisRepN,pracBlock.thisTrialN,pracBlock.thisN,pracBlock.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,runOffTime,thisRow.t,notes,introDir.started,pracDirText.started,advanceScreenPress.started,introDir.stopped,advanceScreenPress.keys,advanceScreenPress.rt,advanceScreenPress.duration,pracDir1.started,choiceDirText.started,prac2Image.started,prac1Image.started,pracPress.started,pracDir1.stopped,pracBlock.pracPress.keys,pracBlock.pracPress.rt,pracBlock.pracPress.duration,pracDir2.started,fixDirText.started,key_resp.started,pracDir2.stopped,pracBlock.key_resp.keys,pracBlock.key_resp.rt,pracBlock.key_resp.duration,pracCue.started,pracLeftImg.started,pracRightImg.started,pracResp.started,pracCue.stopped,practice.pracResp.keys,practice.pracResp.corr,pracJitter.started,pracFix.started,pracJitter.stopped,pracOut.started,pracOutText.started,pracOutFix.started,pracOutText.stopped,pracOutFix.stopped,pracOut.stopped,practice.pracResp.rt,practice.pracResp.duration,pracFix.stopped,gainDirs.started,advanceScreenPress3.started,gainDirText.started,highgainframe.started,lowgainframe.started,highgainTopLabel.started,lowgainTopLabel.started,highgainBottomLabel.started,lowgainBottomLabel.started,highGainLabel.started,lowGainLabel.started,gainDirs.stopped,pracBlock.advanceScreenPress3.keys,pracBlock.advanceScreenPress3.rt,pracBlock.advanceScreenPress3.duration,lossDirs.started,advanceScreen4.started,lossDirText.started,highLossFrame.started,lowLossFrame.started,highLossTopLabel.started,lowLossTopLabel.started,highLossBottomLabel.started,lowLossBottomLabel.started,highLossLabel.started,lowLossLabel.started,lossDirs.stopped,pracBlock.advanceScreen4.keys,pracBlock.advanceScreen4.rt,pracBlock.advanceScreen4.duration,summaryDirections.started,summary.started,advanceScreenPress4.started,summaryDirections.stopped,advanceScreenPress4.keys,advanceScreenPress4.rt,advanceScreenPress4.duration,getReady.started,getReadyText.started,advanceToTrigger.started,getReady.stopped,runs.advanceToTrigger.keys,runs.advanceToTrigger.rt,runs.advanceToTrigger.duration,waitForScanner.started,waitForScanner.stopped,runs.scannerTriggerKey.keys,trials.optimalImg,trials.suboptimalImg,trials.optimalSide,trials.suboptimalSide,trials.optimalResponse,trials.suboptimalResponse,trials.leftImage,trials.rightImage,trials.startFixOnTime,cue.started,startFixStatic.started,staticISI.started,startFixStatic.stopped,leftCue.started,rightCue.started,cueResp.started,trials.cueOnTime,trials.responseTime,cue.stopped,trials.cueResp.keys,trials.cueResp.corr,trials.cueResp.rt,trials.cueResp.duration,trials.optedSide,trials.optedImg,trials.cueOffTime,outcomeDelayRoutine.started,outcomeDelayFix.started,outcomeDelayFix.stopped,outcomeDelayRoutine.stopped,trials.optedFor,trials.accuracy,trials.outcome,trials.Feedback,trials.gainLossAmount,trials.runningBankTotal,trials.feedbackTime,outcomeRoutine.started,outcomeText.started,outcomeRoutine.stopped,trials.feedbackOffTime,trials.fixationTime,fixation.started,fixationCrosshair.started,fixationCrosshair.stopped,fixation.stopped,leftCue.stopped,rightCue.stopped,cueResp.stopped,outcomeText.stopped,trials.runOffTime,breakScreen.started,breakText.started,advanceScreenPress_2.started,breakScreen.stopped,runs.advanceScreenPress_2.keys,runs.advanceScreenPress_2.rt,runs.advanceScreenPress_2.duration,done.started,endExperiment.started,endTaskPress.started,done.stopped,endTaskPress.keys,endTaskPress.rt,endTaskPress.duration,participant,session,startFromRun,mode,practice,date,expName,psychopyVersion,frameRate,cuePairs,expStartTime,expStart,bank,
34,34,0,,,,,,,,,,,,,,,,,,,,,,Run2,95,highloss,1.0,2.0,1,Drift2,11,space,0.7251513749943115,None,None,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,244.96586250001565,245.47025408397894,246.72359862498706,right,0,1.2424118330236524,0.03784725000150502,right,stimuli_sets/set1_4.png,247.97448279202217,suboptimal,0,False,0,-0.5,-3.0,249.9658340419992,250.97252145898528,250.97263070900226,,,,,,,,,,,,0,1,1,1,0,34,34,34,,1036.895060083014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,244.96586250001565,1036.885199958051,1036.895060083014,0.0013060839846730232,1037.3936453330098,1037.3936453330098,1037.3936453330098,1037.3936453330098,245.47025408397894,246.72359862498706,1039.8936727500404,right,0,1.2424118330236524,0.03784725000150502,right,stimuli_sets/set1_4.png,247.97448279202217,1039.8938160410034,1039.9003623750177,1041.8960977499955,1041.884993833024,suboptimal,0,False,0,-0.5,-3.0,249.9658340419992,1041.8851798330434,1041.8960977499955,1042.8917696250137,250.97252145898528,250.97263070900226,1042.8919757080148,1042.907961416,1043.9208205410396,1043.9078047500225,1039.8832731660223,1039.8832731660223,1039.8832731660223,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.0,
35,35,0,,,,,,,,,,,,,,,,,,,,,,Run2,96,lowloss,1.0,1.5,0,Drift3,7,space,0.7251513749943115,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,251.9954122499912,252.50050700001884,252.55319904198404,right,1,0.03252024995163083,0.0850452920421958,right,stimuli_sets/set1_5.png,254.99390175001463,optimal,1,False,0,-0.25,-3.25,256.4928007919807,257.48701216699556,257.48713720898377,,,,,,,,,,,,0,1,1,1,0,35,35,35,,1043.9208205410396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,251.9954122499912,1043.914787791029,1043.9208205410396,0.006954208016395569,1044.423985750007,1044.423985750007,1044.423985750007,1044.423985750007,252.50050700001884,252.55319904198404,1046.913108333014,right,1,0.03252024995163083,0.0850452920421958,right,stimuli_sets/set1_5.png,254.99390175001463,1046.913239333022,1046.9190730830305,1048.422752750048,1048.411945166008,optimal,1,False,0,-0.25,-3.25,256.4928007919807,1048.4163045000168,1048.422752750048,1049.4062614580034,257.48701216699556,257.48713720898377,1049.4064803330111,1049.4231721660472,1050.42779341602,1050.4138393330504,,,,1049.4231721660472,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.25,
36,36,0,,,,,,,,,,,,,,,,,,,,,,Run2,97,lowgain,1.5,1.5,0,Drift1,10,space,0.7251513749943115,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,258.5026302089682,259.00700341700576,259.3073911250103,right,1,0.2942391660180874,0.0981955419993028,right,stimuli_sets/set1_1.png,261.49542995897355,optimal,1,False,0,0,-3.25,262.996250458993,264.0041517500067,264.0042695419979,,,,,,,,,,,,0,1,1,1,0,36,36,36,,1050.42779341602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,258.5026302089682,1050.4219882500474,1050.42779341602,0.008094125019852072,1050.9302564160316,1050.9302564160316,1050.9302564160316,1050.9302564160316,259.00700341700576,259.3073911250103,1053.4145785000292,right,1,0.2942391660180874,0.0981955419993028,right,stimuli_sets/set1_1.png,261.49542995897355,1053.4147841660306,1053.4208466660348,1054.9250043330248,1054.915407833003,optimal,1,False,0,0,-3.25,262.996250458993,1054.9187362910016,1054.9250043330248,1055.9234013330424,264.0041517500067,264.0042695419979,1055.923615333042,1055.9398815410095,1057.4405641250196,1057.4245887080324,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.25,
37,37,0,,,,,,,,,,,,,,,,,,,,,,Run2,98,lowgain,1.5,1.5,1,Drift1,11,space,0.7251513749943115,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,265.50669987499714,266.01155295898207,266.15255733398953,right,0,0.12020375003339723,0.13240058295195922,right,stimuli_sets/set1_2.png,268.5083593750023,suboptimal,0,False,0,0,-3.25,270.0049833750236,271.011306083994,271.0113581250189,,,,,,,,,,,,0,1,1,1,0,37,37,37,,1057.4405641250196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,265.50669987499714,1057.4260374580044,1057.4405641250196,0.0014250839594751596,1057.9347952080425,1057.9347952080425,1057.9347952080425,1057.9347952080425,266.01155295898207,266.15255733398953,1060.4275679580169,right,0,0.12020375003339723,0.13240058295195922,right,stimuli_sets/set1_2.png,268.5083593750023,1060.427683750051,1060.4337460829993,1061.9409542080248,1061.9241498330375,suboptimal,0,False,0,0,-3.25,270.0049833750236,1061.924315833021,1061.9409542080248,1062.9305813750252,271.011306083994,271.0113581250189,1062.9306750830146,1062.9352199160494,1064.4399388750317,1064.4258316250052,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.25,
38,38,0,,,,,,,,,,,,,,,,,,,,,,Run2,99,lowloss,1.5,1.5,0,Drift3,8,space,0.7251513749943115,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,272.51553754199995,273.0205791249755,273.15843012498226,right,0,0.11797612498048693,0.17617250001057982,right,stimuli_sets/set1_6.png,275.520807709021,suboptimal,0,True,1,0,-3.25,277.0217154590064,278.01807979197474,278.01815233397065,,,,,,,,,,,,0,1,1,1,0,38,38,38,,1064.4399388750317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,272.51553754199995,1064.4348929160042,1064.4399388750317,0.008985249965917319,1064.9441199160065,1064.9441199160065,1064.9441199160065,1064.9441199160065,273.0205791249755,273.15843012498226,1067.4399197910097,right,0,0.11797612498048693,0.17617250001057982,right,stimuli_sets/set1_6.png,275.520807709021,1067.440173541021,1067.4537456660182,1068.9528729580343,1068.9407677910058,suboptimal,0,True,1,0,-3.25,277.0217154590064,1068.945756250003,1068.9528729580343,1069.9373455410241,278.01807979197474,278.01815233397065,1069.9374737910111,1069.9477690409985,1071.4414025830338,1071.432974166004,,,,1069.9477690409985,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.25,
39,39,0,,,,,,,,,,,,,,,,,,,,,,Run2,100,lowloss,1.5,2.0,0,Drift3,9,space,0.7251513749943115,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,279.51603495900054,280.02058404200943,280.1924369590124,right,0,0.16150095802731812,0.14277095795841888,right,stimuli_sets/set1_6.png,282.51967016700655,suboptimal,0,True,1,0,-3.25,284.5223032089998,285.5353820839664,285.5354551670025,,,,,,,,,,,,0,1,1,1,0,39,39,39,,1071.4414025830338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,279.51603495900054,1071.4354003330227,1071.4414025830338,0.0023740410106256604,1071.943805832998,1071.943805832998,1071.943805832998,1071.943805832998,280.02058404200943,280.1924369590124,1074.4388653330388,right,0,0.16150095802731812,0.14277095795841888,right,stimuli_sets/set1_6.png,282.51967016700655,1074.4389997500111,1074.4514778750017,1076.4579333750298,1076.4414524160093,suboptimal,0,True,1,0,-3.25,284.5223032089998,1076.441659291042,1076.4579333750298,1077.4546452080249,285.5353820839664,285.5354551670025,1077.4547787079937,1077.472332916048,1078.968084166001,1078.9569867910468,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.25,
40,40,0,,,,,,,,,,,,,,,,,,,,,,Run2,101,highloss,1.0,2.5,1,Drift2,12,space,0.7251513749943115,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,287.0430712089874,287.5478424169705,287.80479445902165,right,1,0.23888370802160352,0.17225104197859764,right,stimuli_sets/set1_3.png,290.0444202920189,optimal,1,True,1,0,-3.25,292.541282124992,293.5370610419777,293.5371628749999,,,,,,,,,,,,0,1,1,1,0,40,40,40,,1078.968084166001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,287.0430712089874,1078.9624249160406,1078.968084166001,0.005354250024538487,1079.4711414580233,1079.4711414580233,1079.4711414580233,1079.4711414580233,287.5478424169705,287.80479445902165,1081.9636023750063,right,1,0.23888370802160352,0.17225104197859764,right,stimuli_sets/set1_3.png,290.0444202920189,1081.9637525830185,1081.9697381250444,1084.4674077910022,1084.46035704104,optimal,1,True,1,0,-3.25,292.541282124992,1084.460653999995,1084.4674077910022,1085.4563180830446,293.5370610419777,293.5371628749999,1085.4564940000419,1085.4723060000106,1086.477108916035,1086.4643595410162,,,,1085.4723060000106,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.25,
41,41,0,,,,,,,,,,,,,,,,,,,,,,Run2,102,lowloss,2.0,1.5,1,Drift3,10,space,0.7251513749943115,None,None,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,294.551863708999,295.0564691249747,295.7745832920191,right,0,0.7016041249735281,0.17254916700767353,right,stimuli_sets/set1_6.png,297.5522906249971,suboptimal,0,False,0,-0.25,-3.5,299.0522396250162,300.05859795899596,300.05866300000343,,,,,,,,,,,,0,1,1,1,0,41,41,41,,1086.477108916035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,left,right,left,right,stimuli_sets/set1_5.png,stimuli_sets/set1_6.png,294.551863708999,1086.4712208330166,1086.477108916035,0.00678408402018249,1086.9798793329974,1086.9798793329974,1086.9798793329974,1086.9798793329974,295.0564691249747,295.7745832920191,1089.471486666007,right,0,0.7016041249735281,0.17254916700767353,right,stimuli_sets/set1_6.png,297.5522906249971,1089.4716278330307,1089.4883829580504,1090.9881796660484,1090.9714003330446,suboptimal,0,False,0,-0.25,-3.5,299.0522396250162,1090.9751073750085,1090.9881796660484,1091.9778608750203,300.05859795899596,300.05866300000343,1091.9779852080392,1091.983766874997,1093.9867011250462,1093.9742525830516,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.5,
42,42,0,,,,,,,,,,,,,,,,,,,,,,Run2,103,highloss,2.0,1.5,1,Drift2,13,space,0.7251513749943115,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,302.0612912090146,302.56582087499555,304.0713265420054,right,1,1.4965355000458658,0.15299233299447224,right,stimuli_sets/set1_3.png,305.0565022500232,optimal,1,True,1,0,-3.5,306.57398954196833,307.56983033398865,307.5699042499764,,,,,,,,,,,,0,1,1,1,0,42,42,42,,1093.9867011250462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,302.0612912090146,1093.9806786249974,1093.9867011250462,0.006359875027555972,1094.4890802910086,1094.4890802910086,1094.4890802910086,1094.4890802910086,302.56582087499555,304.0713265420054,1096.9756974580232,right,1,1.4965355000458658,0.15299233299447224,right,stimuli_sets/set1_3.png,305.0565022500232,1096.9758396660327,1096.9915351250092,1098.5050346250064,1098.4930766250473,optimal,1,True,1,0,-3.5,306.57398954196833,1098.498253333033,1098.5050346250064,1099.4890954160364,307.56983033398865,307.5699042499764,1099.4892260830384,1099.5061152910348,1101.5076366250287,1101.4919390000287,,,,1099.5061152910348,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.5,
43,43,0,,,,,,,,,,,,,,,,,,,,,,Run2,104,highgain,1.0,2.0,1,Drift4,10,space,0.7251513749943115,None,None,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,309.58232862502337,310.0869222920155,310.76943849999225,right,0,0.6663062919978984,0.1549689169623889,right,stimuli_sets/set1_8.png,312.57549166696845,suboptimal,0,False,0,0,-3.5,314.56989300000714,315.5768486249726,315.5769190840074,,,,,,,,,,,,0,1,1,1,0,43,43,43,,1101.5076366250287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,309.58232862502337,1101.5017254580162,1101.5076366250287,0.009709207981359214,1102.0101376250386,1102.0101376250386,1102.0101376250386,1102.0101376250386,310.0869222920155,310.76943849999225,1104.4946876660106,right,0,0.6663062919978984,0.1549689169623889,right,stimuli_sets/set1_8.png,312.57549166696845,1104.4948215410113,1104.500750041043,1106.5061479160213,1106.4890478330199,suboptimal,0,False,0,0,-3.5,314.56989300000714,1106.492457166023,1106.5061479160213,1107.496105875005,315.5768486249726,315.5769190840074,1107.4962445410201,1107.5020771660493,1108.4981074160314,1108.4870709580136,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.5,
44,44,0,,,,,,,,,,,,,,,,,,,,,,Run2,105,highgain,1.0,1.5,1,Drift4,11,space,0.7251513749943115,None,None,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,316.56979570898693,317.07426412496716,318.63277658401057,right,0,1.54844708298333,0.17014724999899045,right,stimuli_sets/set1_8.png,319.56893649999984,suboptimal,0,False,0,0,-3.5,321.0692829589825,322.0753920840216,322.07550862501375,,,,,,,,,,,,0,1,1,1,0,44,44,44,,1108.4981074160314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,316.56979570898693,1108.4891372499987,1108.4981074160314,0.0020378329791128635,1108.997325791046,1108.997325791046,1108.997325791046,1108.997325791046,317.07426412496716,318.63277658401057,1111.4881400410086,right,0,1.54844708298333,0.17014724999899045,right,stimuli_sets/set1_8.png,319.56893649999984,1111.4882677500136,1111.5046062910114,1113.0046131660347,1112.988451666024,suboptimal,0,False,0,0,-3.5,321.0692829589825,1112.9886140000308,1113.0046131660347,1113.994637374999,322.0753920840216,322.07550862501375,1113.9948545829975,1114.0011506660376,1115.0066915830248,1114.9940868749982,1111.488015666022,1111.488015666022,1111.488015666022,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-3.5,
