thisN,thisTrialN,thisRepN,Trial,leftImgPath,rightImgPath,PracCorrectScan,PracCorrectPilot,pracPress.keys,pracPress.rt,pracPress.duration,key_resp.keys,key_resp.rt,key_resp.duration,pracResp.keys,pracResp.corr,pracResp.rt,pracResp.duration,advanceScreenPress3.keys,advanceScreenPress3.rt,advanceScreenPress3.duration,advanceScreen4.keys,advanceScreen4.rt,advanceScreen4.duration,Runs,trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder,advanceToTrigger.keys,advanceToTrigger.rt,advanceToTrigger.duration,scannerTriggerKey.keys,optimalImg,suboptimalImg,optimalSide,suboptimalSide,optimalResponse,suboptimalResponse,leftImage,rightImage,startFixOnTime,cueOnTime,responseTime,cueResp.keys,cueResp.corr,cueResp.rt,cueResp.duration,optedSide,optedImg,cueOffTime,optedFor,accuracy,outcome,Feedback,gainLossAmount,runningBankTotal,feedbackTime,feedbackOffTime,fixationTime,advanceScreenPress_2.keys,advanceScreenPress_2.rt,advanceScreenPress_2.duration,pracBlock.thisRepN,pracBlock.thisTrialN,pracBlock.thisN,pracBlock.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,runOffTime,thisRow.t,notes,introDir.started,pracDirText.started,advanceScreenPress.started,introDir.stopped,advanceScreenPress.keys,advanceScreenPress.rt,advanceScreenPress.duration,pracDir1.started,choiceDirText.started,prac2Image.started,prac1Image.started,pracPress.started,pracDir1.stopped,pracBlock.pracPress.keys,pracBlock.pracPress.rt,pracBlock.pracPress.duration,pracDir2.started,fixDirText.started,key_resp.started,pracDir2.stopped,pracBlock.key_resp.keys,pracBlock.key_resp.rt,pracBlock.key_resp.duration,pracCue.started,pracLeftImg.started,pracRightImg.started,pracResp.started,pracCue.stopped,practice.pracResp.keys,practice.pracResp.corr,pracJitter.started,pracFix.started,pracJitter.stopped,pracOut.started,pracOutText.started,pracOutFix.started,pracOutText.stopped,pracOutFix.stopped,pracOut.stopped,practice.pracResp.rt,practice.pracResp.duration,pracFix.stopped,gainDirs.started,advanceScreenPress3.started,gainDirText.started,highgainframe.started,lowgainframe.started,highgainTopLabel.started,lowgainTopLabel.started,highgainBottomLabel.started,lowgainBottomLabel.started,highGainLabel.started,lowGainLabel.started,gainDirs.stopped,pracBlock.advanceScreenPress3.keys,pracBlock.advanceScreenPress3.rt,pracBlock.advanceScreenPress3.duration,lossDirs.started,advanceScreen4.started,lossDirText.started,highLossFrame.started,lowLossFrame.started,highLossTopLabel.started,lowLossTopLabel.started,highLossBottomLabel.started,lowLossBottomLabel.started,highLossLabel.started,lowLossLabel.started,lossDirs.stopped,pracBlock.advanceScreen4.keys,pracBlock.advanceScreen4.rt,pracBlock.advanceScreen4.duration,summaryDirections.started,summary.started,advanceScreenPress4.started,summaryDirections.stopped,advanceScreenPress4.keys,advanceScreenPress4.rt,advanceScreenPress4.duration,getReady.started,getReadyText.started,advanceToTrigger.started,getReady.stopped,runs.advanceToTrigger.keys,runs.advanceToTrigger.rt,runs.advanceToTrigger.duration,waitForScanner.started,waitForScanner.stopped,runs.scannerTriggerKey.keys,trials.optimalImg,trials.suboptimalImg,trials.optimalSide,trials.suboptimalSide,trials.optimalResponse,trials.suboptimalResponse,trials.leftImage,trials.rightImage,trials.startFixOnTime,cue.started,startFixStatic.started,staticISI.started,startFixStatic.stopped,leftCue.started,rightCue.started,cueResp.started,trials.cueOnTime,trials.responseTime,cue.stopped,trials.cueResp.keys,trials.cueResp.corr,trials.cueResp.rt,trials.cueResp.duration,trials.optedSide,trials.optedImg,trials.cueOffTime,outcomeDelayRoutine.started,outcomeDelayFix.started,outcomeDelayFix.stopped,outcomeDelayRoutine.stopped,trials.optedFor,trials.accuracy,trials.outcome,trials.Feedback,trials.gainLossAmount,trials.runningBankTotal,trials.feedbackTime,outcomeRoutine.started,outcomeText.started,outcomeRoutine.stopped,trials.feedbackOffTime,trials.fixationTime,fixation.started,fixationCrosshair.started,fixationCrosshair.stopped,fixation.stopped,leftCue.stopped,rightCue.stopped,cueResp.stopped,outcomeText.stopped,trials.runOffTime,breakScreen.started,breakText.started,advanceScreenPress_2.started,breakScreen.stopped,runs.advanceScreenPress_2.keys,runs.advanceScreenPress_2.rt,runs.advanceScreenPress_2.duration,done.started,endExperiment.started,endTaskPress.started,done.stopped,endTaskPress.keys,endTaskPress.rt,endTaskPress.duration,participant,session,startFromRun,mode,practice,date,expName,psychopyVersion,frameRate,cuePairs,expStartTime,expStart,bank,
11,11,0,,,,,,,,,,,,,,,,,,,,,,Run2,72,lowgain,1.0,1.5,1,Drift1,4,space,0.7251513749943115,None,None,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,79.19262254197383,79.69761562498752,79.7643524169689,right,0,0.04937329201493412,0.0769619169877842,right,stimuli_sets/set1_2.png,82.18905333400471,suboptimal,0,False,0,0,-2.0,83.68882995902095,84.68580849998398,84.68591995898169,,,,,,,,,,,,0,1,1,1,0,11,11,11,,871.117711791012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,left,right,left,right,stimuli_sets/set1_1.png,stimuli_sets/set1_2.png,79.19262254197383,871.1119785830379,871.117711791012,0.008337583974935114,871.6206416659988,871.6206416659988,871.6206416659988,871.6206416659988,79.69761562498752,79.7643524169689,874.1082457909943,right,0,0.04937329201493412,0.0769619169877842,right,stimuli_sets/set1_2.png,82.18905333400471,874.1083870000439,874.1239156660158,875.6192018750007,875.607899583003,suboptimal,0,False,0,0,-2.0,83.68882995902095,875.6122476250166,875.6192018750007,876.6050686250092,84.68580849998398,84.68591995898169,876.6052565000136,876.6211257500108,877.6243540000287,877.6112096660072,,,,876.6211257500108,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-2.0,
12,12,0,,,,,,,,,,,,,,,,,,,,,,Run2,73,highloss,1.0,2.0,1,Drift2,3,space,0.7251513749943115,None,None,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,85.69908554200083,86.20373008400202,86.65328787500039,right,0,0.4300388749688864,0.10814716602908447,right,stimuli_sets/set1_4.png,88.70632920897333,suboptimal,0,False,0,-0.5,-2.5,90.69827812496806,91.70518300001277,91.70524941699114,,,,,,,,,,,,0,1,1,1,0,12,12,12,,877.6243540000287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,85.69908554200083,877.6184567910386,877.6243540000287,0.007227124995552003,878.1269747909973,878.1269747909973,878.1269747909973,878.1269747909973,86.20373008400202,86.65328787500039,880.6255204580375,right,0,0.4300388749688864,0.10814716602908447,right,stimuli_sets/set1_4.png,88.70632920897333,880.6256626250106,880.6329474160448,882.6285908750142,882.6174575000186,suboptimal,0,False,0,-0.5,-2.5,90.69827812496806,882.620171416027,882.6285908750142,883.6244415830006,91.70518300001277,91.70524941699114,883.6245717499987,883.6416419160087,884.6407977500348,884.6269984160317,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-2.5,
13,13,0,,,,,,,,,,,,,,,,,,,,,,Run2,74,highgain,1.5,2.0,1,Drift4,5,space,0.7251513749943115,None,None,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,92.71595929202158,93.22091149998596,93.52124979201471,right,0,0.29466895799851045,0.12804600002709776,right,stimuli_sets/set1_8.png,95.72025595902232,suboptimal,0,False,0,0,-2.5,97.72175462497398,98.71644129196648,98.71651366702281,,,,,,,,,,,,0,1,1,1,0,13,13,13,,884.6407977500348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,left,right,left,right,stimuli_sets/set1_7.png,stimuli_sets/set1_8.png,92.71595929202158,884.6353361660149,884.6407977500348,0.00830854196101427,885.1442147910129,885.1442147910129,885.1442147910129,885.1442147910129,93.22091149998596,93.52124979201471,887.6394386659958,right,0,0.29466895799851045,0.12804600002709776,right,stimuli_sets/set1_8.png,95.72025595902232,887.6395921660005,887.6554455410223,889.652203125006,889.6408976250095,suboptimal,0,False,0,0,-2.5,97.72175462497398,889.6448228750378,889.652203125006,890.6357077910216,98.71644129196648,98.71651366702281,890.6358390829992,890.6461394579965,892.1506597080152,892.1374792910065,,,,890.6461394579965,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-2.5,
14,14,0,,,,,,,,,,,,,,,,,,,,,,Run2,75,lowloss,1.0,1.5,1,Drift3,3,space,0.7251513749943115,None,None,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,100.2257024589926,100.73076816700632,100.9971781669883,right,1,0.25227249995805323,0.12041737500112504,right,stimuli_sets/set1_5.png,103.22087345900945,optimal,1,True,1,0,-2.5,104.72313858399866,105.71916958398651,105.71924420900177,,,,,,,,,,,,0,1,1,1,0,14,14,14,,892.1506597080152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_5.png,set1_6.png,right,left,right,left,stimuli_sets/set1_6.png,stimuli_sets/set1_5.png,100.2257024589926,892.1450617910014,892.1506597080152,0.007553042029030621,892.6541218330385,892.6541218330385,892.6541218330385,892.6541218330385,100.73076816700632,100.9971781669883,895.1399967500474,right,1,0.25227249995805323,0.12041737500112504,right,stimuli_sets/set1_5.png,103.22087345900945,895.140235333005,895.1568475000095,896.6539179580286,896.6422783330199,optimal,1,True,1,0,-2.5,104.72313858399866,896.6468613750185,896.6539179580286,897.6384339160286,105.71916958398651,105.71924420900177,897.638566416048,897.6593171660206,898.6666939160204,898.6554010830005,,,,897.6593171660206,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-2.5,
15,15,0,,,,,,,,,,,,,,,,,,,,,,Run2,76,highloss,1.0,1.5,1,Drift2,4,space,0.7251513749943115,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,106.74187520897249,107.24673891701968,107.53835616697324,right,1,0.271692082984373,0.13948658300796524,right,stimuli_sets/set1_3.png,109.73874125001021,optimal,1,True,1,0,-2.5,111.25339312502183,112.25988379202317,112.25997879198985,,,,,,,,,,,,0,1,1,1,0,15,15,15,,898.6666939160204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,106.74187520897249,898.6612247080193,898.6666939160204,0.005750874988734722,899.1700148330419,899.1700148330419,899.1700148330419,899.1700148330419,107.24673891701968,107.53835616697324,901.6578610000433,right,1,0.271692082984373,0.13948658300796524,right,stimuli_sets/set1_3.png,109.73874125001021,901.65810650005,901.6752118330332,903.1888959160424,903.1725546250236,optimal,1,True,1,0,-2.5,111.25339312502183,903.1727355410112,903.1888959160424,904.1791436659987,112.25988379202317,112.25997879198985,904.1793232500204,904.1850411660271,905.1833727910416,905.169204958016,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-2.5,
16,16,0,,,,,,,,,,,,,,,,,,,,,,Run2,77,highgain,1.5,2.0,1,Drift4,6,space,0.7251513749943115,None,None,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,113.25731075002113,113.76217229198664,114.3203572499915,right,1,0.5526169170043431,0.16047712502768263,right,stimuli_sets/set1_7.png,116.26021545898402,optimal,1,True,1,0.5,-2.0,118.25071912497515,119.25525166699663,119.2553195420187,,,,,,,,,,,,0,1,1,1,0,16,16,16,,905.1833727910416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,113.25731075002113,905.1766643750016,905.1833727910416,0.007430875033605844,905.6854571250151,905.6854571250151,905.6854571250151,905.6854571250151,113.76217229198664,114.3203572499915,908.1794105410227,right,1,0.5526169170043431,0.16047712502768263,right,stimuli_sets/set1_7.png,116.26021545898402,908.1795692910091,908.185282749997,910.1804367910372,910.1698784580221,optimal,1,True,1,0.5,-2.0,118.25071912497515,910.1734442909947,910.1804367910372,911.1745138750412,119.25525166699663,119.2553195420187,911.1746462910087,911.1879494580207,912.6839174579945,912.6760288749938,908.1792653750163,908.1792653750163,908.1792653750163,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-2.0,
17,17,0,,,,,,,,,,,,,,,,,,,,,,Run2,78,highgain,2.0,2.0,1,Drift4,7,space,0.7251513749943115,None,None,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,120.7586855419795,121.26320358400699,121.75356708397157,right,1,0.47741704201325774,0.2055819999659434,right,stimuli_sets/set1_7.png,123.76996141701238,optimal,1,True,1,0.5,-1.5,125.77296899998328,126.76753900002223,126.76760974997887,,,,,,,,,,,,0,1,1,1,0,17,17,17,,912.6839174579945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_7.png,set1_8.png,right,left,right,left,stimuli_sets/set1_8.png,stimuli_sets/set1_7.png,120.7586855419795,912.6780238750507,912.6839174579945,0.0019345830078236759,913.186155958043,913.186155958043,913.186155958043,913.186155958043,121.26320358400699,121.75356708397157,915.689148541016,right,1,0.47741704201325774,0.2055819999659434,right,stimuli_sets/set1_7.png,123.76996141701238,915.6892977080424,915.7055036250385,917.6999099160312,917.6920520410058,optimal,1,True,1,0.5,-1.5,125.77296899998328,917.6923364160466,917.6999099160312,918.6868054580409,126.76753900002223,126.76760974997887,918.686931083037,918.6980175410281,920.7007260410464,920.689252916025,915.6889968330506,915.6889968330506,915.6889968330506,918.6980175410281,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-1.5,
18,18,0,,,,,,,,,,,,,,,,,,,,,,Run2,79,lowgain,2.0,1.5,1,Drift1,5,space,0.7251513749943115,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,128.77586108399555,129.28029841696844,129.76226849999512,right,1,0.46914624999044463,0.15466187498532236,right,stimuli_sets/set1_1.png,131.78793441702146,optimal,1,True,1,0.25,-1.25,133.2875325420173,134.28327795898076,134.28334983397508,,,,,,,,,,,,0,1,1,1,0,18,18,18,,920.7007260410464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,128.77586108399555,920.6952159160282,920.7007260410464,0.005890290951356292,921.2035676660016,921.2035676660016,921.2035676660016,921.2035676660016,129.28029841696844,129.76226849999512,923.7070947500179,right,1,0.46914624999044463,0.15466187498532236,right,stimuli_sets/set1_1.png,131.78793441702146,923.7072796660359,923.7228235410294,925.2170888750115,925.2066532910103,optimal,1,True,1,0.25,-1.25,133.2875325420173,925.2107551660156,925.2170888750115,926.2025439999998,134.28327795898076,134.28334983397508,926.2026716250111,926.2134259580052,928.2127863329952,928.199045040994,923.7069187080488,923.7069187080488,923.7069187080488,926.2134259580052,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-1.25,
19,19,0,,,,,,,,,,,,,,,,,,,,,,Run2,80,highloss,1.0,1.5,1,Drift2,5,space,0.7251513749943115,None,None,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,136.287380209018,136.7916612920235,137.13740583398612,right,1,0.34029262501280755,0.2121849589748308,right,stimuli_sets/set1_3.png,139.28983412496746,optimal,1,True,1,0,-1.25,140.78103541699238,141.78582770901266,141.78589316701982,,,,,,,,,,,,0,1,1,1,0,19,19,19,,928.2127863329952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,right,left,right,left,stimuli_sets/set1_4.png,stimuli_sets/set1_3.png,136.287380209018,928.2067328330013,928.2127863329952,0.007594208000227809,928.7147814580239,928.7147814580239,928.7147814580239,928.7147814580239,136.7916612920235,137.13740583398612,931.2090270830086,right,1,0.34029262501280755,0.2121849589748308,right,stimuli_sets/set1_3.png,139.28983412496746,931.2091676660348,931.2162056250381,932.7099372080411,932.7001992080477,optimal,1,True,1,0,-1.25,140.78103541699238,932.7035810410162,932.7099372080411,933.7050907910452,141.78582770901266,141.78589316701982,933.7052145830239,933.7229711250402,934.7353735410143,934.7191081250203,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-1.25,
20,20,0,,,,,,,,,,,,,,,,,,,,,,Run2,81,highloss,1.5,2.0,1,Drift2,6,space,0.7251513749943115,None,None,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,142.80237729201326,143.30713112500962,143.85362570901634,right,0,0.536017415986862,0.15017504198476672,right,stimuli_sets/set1_4.png,145.8003913339926,suboptimal,0,False,0,-0.5,-1.75,147.7996278749779,148.79993433400523,148.80000400001882,,,,,,,,,,,,0,1,1,1,0,20,20,20,,934.7353735410143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_3.png,set1_4.png,left,right,left,right,stimuli_sets/set1_3.png,stimuli_sets/set1_4.png,142.80237729201326,934.7217160410364,934.7353735410143,0.002531791978981346,935.230573833047,935.230573833047,935.230573833047,935.230573833047,143.30713112500962,143.85362570901634,937.7196105830371,right,0,0.536017415986862,0.15017504198476672,right,stimuli_sets/set1_4.png,145.8003913339926,937.7197152500157,937.7310277500073,939.7392808330478,939.7187749160221,suboptimal,0,False,0,-0.5,-1.75,147.7996278749779,939.7221638750052,939.7392808330478,940.7191932910355,148.79993433400523,148.80000400001882,940.7193268749979,940.7304940000176,942.2443698749994,942.2165625000489,937.7195169579936,937.7195169579936,937.7195169579936,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-1.75,
21,21,0,,,,,,,,,,,,,,,,,,,,,,Run2,82,lowgain,1.0,1.5,1,Drift1,6,space,0.7251513749943115,None,None,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,150.3041320000193,150.80855662497925,151.34306933399057,right,1,0.5209836660069413,0.15832254197448492,right,stimuli_sets/set1_1.png,153.29908020899165,optimal,1,True,1,0.25,-1.5,154.79294924996793,155.80527837498812,155.80536399997072,,,,,,,,,,,,0,1,1,1,0,21,21,21,,942.2443698749994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set1_1.png,set1_2.png,right,left,right,left,stimuli_sets/set1_2.png,stimuli_sets/set1_1.png,150.3041320000193,942.223480375018,942.2443698749994,0.0068888330133631825,942.7314097910421,942.7314097910421,942.7314097910421,942.7314097910421,150.80855662497925,151.34306933399057,945.218309000018,right,1,0.5209836660069413,0.15832254197448492,right,stimuli_sets/set1_1.png,153.29908020899165,945.2183990000049,945.2292200000375,946.7222809160012,946.7121141250245,optimal,1,True,1,0.25,-1.5,154.79294924996793,946.7156109160278,946.7222809160012,947.7245359999943,155.80527837498812,155.80536399997072,947.7246951250127,947.7374702910311,948.7375642910483,948.7219667910249,,,,,,,,,,,,,,,,,,,,pilot-1,ses-1,1,pilot,yes,2025-05-21_17h14.10.104,reward_learning_multises,2024.2.4,None,"{'highgain': {'optimalChoice': 'set1_7.png', 'suboptimalChoice': 'set1_8.png'}, 'lowgain': {'optimalChoice': 'set1_1.png', 'suboptimalChoice': 'set1_2.png'}, 'highloss': {'optimalChoice': 'set1_3.png', 'suboptimalChoice': 'set1_4.png'}, 'lowloss': {'optimalChoice': 'set1_5.png', 'suboptimalChoice': 'set1_6.png'}}",Wed May 21 17:14:21 2025,2025-05-21 17h14.21.433515 -0500,-1.5,
